,Ratings,Full_review
7120,5,Ok
7121,4,Good
7122,5,Excellent product... Camera quality is little bit low but overall product performance is very well👍
7123,5,Good
7124,5,Ok
7125,4,Nyc phone
7126,5,Good one its a budget phone under 12 k
7127,5,Very good prodect
7128,5,Nice phone
7129,5,Very nice phone
7130,4,Nice phone
7131,5,I like this phone
7132,5,Ok
7133,5,Ok
7134,5,Ok
7135,1,Waste
7136,5,Fabulous
7137,5,Good mobile..... Correct features
7138,5,Good performance
7139,5,Good
7140,5,Best one
7141,5,Value for money phone with great battery
7142,5,Super Nice Good middle
7143,2,Camera is not good front and back.
7144,4,Good one value for money
7145,5,Nice product
7146,4,"Camara quality very bad 48 mp show 13mp picture quality, display good battery good sound quality very good over all good"
7147,5,Good quality
7148,5,Nice
7149,5,Good
7150,5,Very good product
7151,5,Good
7152,4,Very good product
7153,5,In realme 8pro
7154,5,Value of🎉 money
7155,5,Save money
7156,5,Thank u for redmi
7157,5,Good
7158,5,Phone is good I am happy buy this phone but this phone selfie camra is very bad
7159,5,Super
7160,3,Super
7161,4,Nice phone
7162,2,Front camera is just like VGA camera. And phone is lagging because of bulky MIUI Display is not up to expectations.
7163,3,Good batary backup
7164,5,Good product.delivery is awesome
7165,5,Nice battery backup and licking is beutiful
7166,5,Amazing mobile and nice Flipkart
7167,4,I'm bay 2 pis redmi 9 power ⚡⚡ right choice bay ph.. Thank you Flipkart
7168,5,Super
7169,4,Nice
7170,4,Perform is good as per price point.
7171,4,Excellent
7172,4,Best phone under budget
7173,5,"Awesome smartphone in this price range. Display is good. Processor (SoC) is good. Fingerprint sensor is working perfectly. Camera quality is very poor when taken out of the box. But there is a system update. Update it then the camera quality will become excellent. I didn't even tried played any heavy games, so I'm not able to say it. But normal apps and casual games are working perfectly. Overall good perfomance."
7174,5,"Nice phone,"
7175,5,Good picture quality good colour
7176,5,Amazing Product 👍
7177,4,Nice
7178,5,Amazing product
7179,5,Nice
7180,3,Camera very bad
7181,5,Overall good Phone
7182,3,Average phone
7183,5,Good mobile and battery packup super
7184,5,Ovar oall ok
7185,4,Good 👍product
7186,5,i like this features.. i love her
7187,1,Beautiful product.😍
7188,4,Best Phone under 11000. Front Camera is too good. But selfie camera is normal. The phone performance is good.
7189,5,Very Nice
7190,5,awesome mobile in this range
7191,4,GOOD PRODUCT
7192,5,Gd Mobile
7193,4,I ordered it for my brother and it was good 👍🏿
7194,5,Good Display as well battery backup very good.
7195,5,Good item
7196,5,Best bugged phone
7197,5,Very Good Phone I Loved It.
7198,5,This is too good device. Battery 🔋🔋🔋🔋🔋🔋 power and others experience is also too good.
7199,4,Very good phone at this price range.. selfie is not good but rear is better..battery backup good..
7200,5,Very good
7201,1,"Don't buy,hanging problem."
7202,5,Good
7203,5,Very good product.
7204,3,Camera and memory not true
7205,5,Nice
7206,1,This mobile is not good working.. So pls not order red mi 9 power...
7207,5,Best Phone Under This Budget just go for it. Overall performance is just awesome.😍😍🔥
7208,5,Excellent
7209,4,Excellent Mid range best Mob. 👌
7210,4,Good
7211,5,Marvellous
7212,3,Nice product
7213,5,Value of money ossame mobile phone
7214,5,Super
7215,4,Great fone in terms of specs and performance. But this blue colour is a little bit too shiny. Should hv been more subtle colour options rather than these extra shiny ones. Would recommend to go for black colour option.
7216,2,"Average phone with good battery. Although mi claims to have FHD+ screen, the display is just normal and not even as good as my old realme 2 pro with normal screen. Bought this phone as it clicked all the right boxes on the brochure but turns out this is just a normal phone"
7217,5,Valu for money ❤
7218,5,Good product 👌
7219,5,My hart touch mobile
7220,5,Excellent
7221,2,HANDSET MENTIONED BUT NOT HAVING THE HANDSET
7222,5,Valuable for money
7223,5,Nice product... Display is awesome.... But camera is not at mark it should be.......
7224,5,Ok best phone hok
7225,5,It is a good ph for gaming experience
7226,5,Worth product
7227,4,Nice
7228,4,Amazing phone
7229,4,Exlent phone every one bye this item
7230,4,Good
7231,5,Good phone
7232,5,Very nice👍
7233,5,Good
7234,4,Good budget phone
7235,5,Awesome
7236,5,Good
7237,5,Good
7238,5,Good performance
7239,5,Good
7240,5,Good
7241,5,"Fast delivery, Good product"
7242,5,super
7243,1,Very bad products in just one month it started hanging
7244,4,Awesome phone I'm this price segment. All features are good but need more improvement in camera quality.
7245,5,After using 4 month its awesome!
7246,5,It's awesome 💓
7247,1,Okayish
7248,5,Super Performance
7249,1,Good
7250,5,Every phone will have same features but I love Motorola because of its gestures ❤️. It hasgood battery It has decent camera It has good processing speed and smooth running Only thing is it has plastic body...
7251,3,Loved the Color Good Finish It's bulky as far as size n it's physical feel is concerned. Display is very dull Almost Stock Android makes accesability quite an easy thing Cam is great for this price point Spot Color Pic is a nice add on in camera 128 GB with 6 GB ram would have been an icing on cake Battery drains off ridiculously. Software issue looks like.. else poor optimization.. 90htz refresh is not a gimmick.. it works and helps create a good smooth experience.
7252,5,"Overall very nice phone with all the latest feature such as android 11. Three finger screen shot , recorder and etc .battery back up is very good big display compared to other phones .camera is also good. Would recommend to buy this phone because its a budget phone with all feature."
7253,4,"Phone is really good in terms of value. With Micromax In1 in market, this one is not ""real"" value for money, I think. Because the display is just 720p... Motorola could have opted 1080p over 90 hertz display. The processor is really good at snappy and does no lag. The camera indoor is pathetic. If we use the pro mode of the camera, we can get a better results even in indoors. Having said that, Camera works good in daylight. I purchased this phone for my father, and my main requirement for me ..."
7254,4,Camer performance is ok not that wow and not that bad in this budget range good performance. Battery life is also ok if use in battery saver mode battery will.work better All over good phone in range need to work but on camera and battery
7255,5,Mobile is very good and performance I gifted my sister on her birthday She is very happy thank u moto and also thank u Flipkart
7256,5,"There are options out there that can give you better value for money like Poco, but this is honestly a very good phone as well. If you have price constraints or don't want to shift to other phone brands, this is the Moto phone to get while the prices are still lower. Personally, from a week's usage, I can tell you that it is a great phone from moto. The selling point for gamers would be its 90HZ refresh rate which the G10 doesn't have, & its custom gametime mode that has some functionality. N..."
7257,4,"Well using the device for the last 3 weeks. Here is the review-  1. Rear Camera is average, auto focus is good. Macro and wide angle has no autofocus, comes with fixed focal length. It takes little time to process the photos in the background (like Gcam) which is very annoying. Front camera is the worst. Low light performance is very poor. Video quality is poor, focusing struggles. Video stabilisation is not available, you have to use Gcam for that. Don't buy if you a selfie maniac or a photo..."
7258,5,Super ... Duper camera very very Excellent handset I love Moto g30 . Low money products very happy products. I am proud of you this is a nice products.😃😃😃♥️♥️♥️
7259,4,Overall a decent mobile to purchase if you are not a heavy user. Camera does a good job though it gives realistic pictures so don't expect them to be extra punchy and colorful. 90 hz refresh rate makes the use smoother. Battery lasts long enough to not bother you. And moto unique features are like cherry on the top. You can go for it without even thinking twice.
7260,2,Unbiased and genuine opinion. Bought it for my father but disappointed. Lenevo has degraded moto's standard a lot. Camera: Photos have a soft touch with blurred edges. The details doesn't match the standard of a lower budget phone like poco c3 too. Macro camera is useless. Could have used dual camera setup with better hardware atleast.  Display: If you use a full hd display phone as a daily driver you can easily spot the blurred adaptive icons of the app drawer. There is no necessity of a 90h...
7261,3,Pros: 1. Smooth Performance And Long-Lasting Battery. 2. Stock Android Software Experience. 3. High-refresh rate display. 4. Good price for value  Cons: 1. Camera Performance Seems Pretty Average. 2. Full Plastic Body which really feels cheap in hand. 3. No 4K video recording. 4. Max display brightness is pretty weak.
7262,5,This thing has all the acquired characteristics of Moto G family except weight. Based on my experiences with Moto G3 and X Play devices this could be a bit more simpler in matters of usability. It is appreciated even though this bulky and heavier design is an R&D deviation with higher focus on Camera and Graphics. Camera is good in capturing details. NFC as well as sensors used are at par with the pricing. Live caption too works fine. Feels nothing bad for usual graphic apps but battery drain...
7263,2,Its too big & very heavy too. Have the 1st Generation Moto phone which is still working much better than this phone. that was the perfect size which fits into the pocket very nicely. Battery life is also very bad. As everyone can see the reviews the camera is also bad. the 3 finger touch screenshot capture also doesn't work many a times. sound quality also not very good. Expected a much much better product after reading the specifications. But utterly disappointed with the product. Advice is ...
7264,5,Best Product According to price in every aspect. I have trust on Moto because I was using Moto G5S Plus till now(used for 3+ years). Love the software experience Moto provides. Would love to see more options from Moto in 15-20k and 20-25k.
7265,5,One of my favourite brand... N love to see it's coming up with better features every time ... Specially needed this kind of features in budget oriented phones... Loved it..
7266,5,Device looks very promising and the performance is kind of okay. I was hoping with update they might push carrier aggregation (4G+) which really in this device. I like the 90Hz refresh rate and 20w turbocharger.
7267,3,"Camera is good👍🏻 not osm😮 , battery is poor according 5000mah☹ , display is osmm 🤩and selfie 👌🏻, stock android is osmm🤩. Bright ness is little bit . And osm think is** new advance system is osm🤩 ,, *& according to me its good average phone ,, # if you spend more money then i recommend you buy other one 🙋‍♂️"
7268,5,"Best 👍 for who want a stock android phone lovers.., value for money 💰 I love this one.., Everything is cool and clean I like the software. Best software experience and finest finishing The only thing I don't like is the phone felt like little weight.., And is it really 64megapixel 😆 anyway Its a good stock android budget phone..,  Suggestion-- do not buy if u don't like stock android software..,"
7269,4,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
7270,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
7271,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
7272,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
7273,5,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
7274,5,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
7275,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
7276,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
7277,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
7278,4,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
7279,4,First of all I really love Motorola This phone is really impressive with its design with its specifications its camera nd most powerful nd loved one is its pure stock android experience with moto customisation options there is no blootwere no adds no lags its pros nd now we discuss about its cons the review is true nd based on i m using various type of phone in this segment nd i also use motorola's many pjones   So the main nd major problem with motorola is hd+ display its really i feel if m...
7280,2,"You can not get the phone flip cover easily, packings was wast even first time I have seen that ther was not bubbles rap on phone,looks like that packing was totally mess..phone performance is cute good however you will get the more Phone in less price.."
7281,5,Best phone for normal users💯.  🔴Note:- This is the review after using it for 1 day.  I have ordered this for my parents and it is best phone for them.  🔊 Sound quality(loudness) is average to good. 🔋 Battery backup is also great💯 Easily handle 14 to 20 hrs with continuous usage of data and hotspot. 🔌 Charging speed is also average to good. Take almost 1+ hour from 0 to 100%. 📱 Phone comes with normal screen protector and back case. Fingerprint is also working very well. Overall 👌🏻goo...
7282,4,Using Moto for 6+ yrs. Ideal for normal users at this budget with clean UI. Same model with 6 GB RAM variant could have made this much better option to choose compare to other brands.
7283,3,"Pros: Best part is the stock android. Performance is good. Camera qualoty os also satisfactory with the price given, doesn't look truly 64MP camera though but with the price of the phone , no complaints.  Cons: Phone batyery is not so good. Charging is slow and power back is not good as well. Pocks up heat sometimes. Its bulky, did not have this expectation from moto. Screen clarity also not so great.  Expected better product from moto."
7284,4,"Build quality 5  Display 5  Colors 3  Storage capacity 5  Performance 4 (Because phone becomes slightly slow while performing multiple functions)  Camera 4 (Because night clicks are not at all up to the mark, daylight shots are clean but you get best quality only in 64 pixel shots, normal clicks would have been better)  Battery 5 absolutely amazing.  Worth the price?10 stars....!! Definitely yes... Amazing phone you can get in this price compare to other brands.  If you are looking for be..."
7285,5,"I love moto phones by its gestures and it's more than average tough body than other smartphones. This time I purchased moto again because of its good quality plus fast charging and no bloatware (Bloatware is commercial software that is preinstalled on a device by the manufacturer, whether it's useful or not, and tends to waste memory and resources. While some of these apps may be useful, the majority of them simply sit there taking up storage space and in some cases, affecting the performance..."
7286,5,"Very good Phone for gifting to elders, because of super clean software with no spoofs, a very long lasting battery and super fast and responsive display. Excellent for doing everyday tasks. Not so good for performance tasks,or for camera folks"
7287,4,"It has 64 MP quad camera that's good it depends upon how you click picture,90 HZ frequency which is nice at this price point, 5000 mAh battery that's also nice, display size is also good, screen could have been more clear when you will see it from side picture will look black, if it would have been super amoled it would have been great experience, ram is 4 GB that is good but processors could have been little bit better, it has light sensor which will adjust your phone light according, face s..."
7288,4,Don't expect much. Camera is good in outdoor but struggle in low light. Battery is good enough for one full day. Performance is above average. It is a value for money product. Far better than '12' in similar price range.
7289,5,"Superb battery life for office going persons and unique feature is that it gets charged up to 40-50 per cent in just 15-25 minutes. Camera quality is excellent only lag of focus white shooting videos. UI is pure no adds, no third party apps. Overall performance is good. I am writing this after using for more than 20 days."
7290,4,"Its a good phone for the price. Pros - 1- Excellent in hand feel and balanced weight distribution, phone feels so solid and amazing in hand!! 2- Display, even though 720p, still looks great and not pixelated and due to 90Hz it feels ultra smooth. 3- Loudspeaker is good, loud and clear, no distortion even at high volumes 4- Call quality is very good through earpiece and loudspeaker. 5- Performance is good. One ..."
7291,5,"One of the best budget smartphones available in the market. With the tough build quality and sleek design, this phone definitely stands out its competition. Camera is quite impressive for the price range, battery lasts for more than a day while data on, speakers are decent, performance wise- 4GB Ram and Snapdragon 662 work really well, however the display quality could have been better."
7292,3,"ROM AND RAM LESS Camera improved performance in both day and night Pictures looks more realistic Battery stays for 2and half days in battery saving mode for moderate use - calling, whatsapp, yutube songs, online search. Charger not as fast as Samsung charger."
7293,5,Nice mobile Camera is up to average Battery is awesome Build quality is A1 a bit heavy but not so much Performance is good Display also good with 90 hz refresh rate Stock android experience is iout of this world All over a value for money phone in 11k I am happy to buy this phone
7294,3,"I bought moto g30 and there are mainly 3 reasons not to buy it. A) 720p screen, like no one wants that.. But good enough for spare phone. B) There is no way to change SOS calling, on pressing the power button 3 times by mistake the phone will call the emergency helpline, mine does it once a day. Thanks moto. C) They have a secondary physical button which summons the Google assist, there is no way to remap it, it's totally useless. It's fine as a temporary phone or a backup phone, it can't be..."
7295,4,Value for money. Gesture feature is fun. Hey Google works like a charm. Power button position accidentally turns of phone. Display & sound are good for what you paid. Camera is ok. Charging is fast. Go for it if want all rounder under 10k
7296,5,"Nice build, Doesn't bite your pocket, battery is okay, functional side good, touch screen looks wonderful like a feather touch. More than worth for payed"
7297,5,"Camera is average...If you are not the one who is camera centric then I think it would be desirable to buy moto g30. Display is dull compared to other smartphones in this range. Battery- It is giant and nobody can beat moto with respect to battery performance. Gesture add on is a unique feature of moto which is praiseworthy. No heating issues, long battery pack up and fastness of this phone is what attracted me most. Overall a good buy."
7298,5,"Everything is working all right, camera, UI, battery , fingerprint scanner is the fastest of all. The weight is evenly distributed over the entire phone it does not feel heavy at any specific point. This photo may not be clear but the real display is best with full colors."
7299,4,"G Non nonsense, decent product for the price, good built quality, value for money & obviously the stock Android experience is always the best with the Nokia or Motorola devices...would have been even better if Motorola had launched the 6-128gb version along with this"
7300,1,"Simply worthless device ( My device at least) . Every time it gets a bit more load , it hangs and stops working. Above that I think it has some issues over wifi connectivity . All the other devices at my home work flawlessly with my router , apart from this one. In this device I get "" No Internet "" quite often while using wifi , while other devices are working fine . And there is no inbuilt app locker or something like that . My previous Redmi 5a with only 3 gb of ram was better than this."
7301,5,Everything is perfect except battery. I really love all the features. I recommend these phone to all. Battery Capacity is not good from my exceptation.
7302,4,"I was looking for a mobile which has Stock Android 11 and not much choices ware available. I went for G30 for stock Android , big battery and Motorola brand. After 1 week of usage, Battery - 5/5 awesome, Performance - 4/5 , Value for Money - 4/5 as better processor are available at lower prices but it has Stock android. So far very happy with the mobile."
7303,5,"It is nice but expected a better performance, because motrola is a very good brand . But this is good phone so guys go for it."
7304,4,Hmm... Well it's good for less usage definitely not recommending to people who always stick on their phones🍁 best for mothers and grandparents kind of...
7305,5,Wonderful product of Motorola G30 very best quality and best performance really i am very happy to purchase this product fully satisfied in this prices Very very thank you so much flippant. Com online shopping companies are very best and bileeve for my next shopping programs
7306,5,"After a two months of use, it's totally value for money. Of course it's not a perfect gaming phone but it handles COD, BGMI etc., types of heavy games smoothly. For a multi tasking person it's a perfect budget hero. And the little touches of MOTO Experience apps gives you more satisfaction for it.  Camera: it's not a premium grade but it does fairly it's job.  Ram management is good.  Cons: Hybrid sim slot Display could be a bit better."
7307,4,"Camera and battery are good. Good charging speeds. Been using it for 3 months. camera can be made better with software upgrades (but it does the job). No bloatwares,clean UI, pure stock experience."
7308,5,"It's really an underrated phone maybe because of its display. Overall the stock android combined with Moto mods give a clean and friendly software experience. The cameras are really good,they provide true to nature colours. One of the most interesting feature is NFC though many people don't use it but it's really great to get it in this price range. The carrier aggregation 2*2 Mimo works pretty well and I get 4g+ at my place. The battery backup is really great I am able to get 9+ hrs of scree..."
7309,2,"After 1 month useage of this phone I write this, I dnt like this phone as satisfied ,, bcz often heating heating , it is a irritated while using with hot 🔥🔥 phone ,... Rest of all good 😘😘😘"
7310,5,"Good buy infact best buy in this price range Built quality and user interface is too good as I have been using Moto ever since Moto G1 was in market Bought this as 1st mobile for my 7year old niece Very user friendly, rugged and well built"
7311,5,"Great value for money product. Decent camera. Good display, Good performance ance for standard usage. Great battery life. Stock android experience. Overall good smartphone for the price point."
7312,4,"Flipkart delivered in time and good packing. Moto G30 Mobile Good performance, Camera quality good, Nice Interface, Compact Display. Overall performance and working is good and Best Budget mobile on its price."
7313,4,Bought motorola g30 for my mom. And phone is really good. Has big screen. Sleek and easy to carry. Has facial lock feature which works good. Is a good purchase within the range of 10-11k.
7314,5,"Excellent device at this price. I bought this as my secondary phone mostly to netflix and other stuffs. Battery backup on screen time is 12+ hours on a full charge which is amazing. Camera is good, not the best but works Excellent with Google camera so you can download from xforum. Display is kinda less bright even on it's full brightness as compared to other phones but for me it's not an issue because i mostly stay indoors with this device. Performance is good, it handles multiple apps simul..."
7315,5,Thank you 🙏 Flipkart for delivering the product sooo soon..... Mobile is osm with great battery and performance Camera is Average not the best....... Stock Android is so smooth and clean no lang or so.......
7316,5,"SD 662 is decent processor for day to day work, work very well. No issues while operating mobile phone. Build quality is also very nice. Two major issues, 1. Camera: No use of 64MP, it only take 16MP pics and that too processing is too slow, if you take any picture, it take almost 10 to 15 seconds to process that pic, than only we can see pic if that is correct or have to click again. Motorola need to work on processing speed otherwise it's just waste of money. 2. Brightness: Very week. Bt ..."
7317,5,"Motorola phones are underrated perhaps because they do not do publicity like few trending brands in the market. The UI is clean free of bloatware so less background process running increasing battery life and speed. RAM management is excellen, moto shortcuts are excellent and very very hand. Build quality is good. I have few other moto phones running without any issue after even 4 years of rough use. The camera is average and could be improved. They don't tune much and pictures are quite natu..."
7318,5,"I am writing this review after a month of using the mobile. I was previously using Moto e4 and hence o upgraded to g30 of same brand. The features have been very good. The camera clarity and the video clarity has been excellent. Cost fitted my budget well. Has additional features like screen recording, call recording among others. I am very happy with the mobile and as well the delivery service by Flipkart!!"
7319,5,Its a decent phone for everyday use and performs well for normal usage and i feel the battery backup is pretty impressive as i gifted this to my dad who is pretty happy with it and due to close stock android no ads or malware are bugging my dad so it is pretty neat and user friendly i can say.
7320,3,"Recommended only for those who are love stock android experience. G30's camera and screen resolution 👎👎👎 My 1st aim to buy these phone for stock android experience. If you want best camera and best screen resolution G30 is not for you. My old great phone is lenovo k6 power use about 4 year and that's brilliant camera,full hd,lot of features and Extra ordinary battry life but sadly He is no more😣😣 i miss that phone. My old phone perform best camera output than G30."
7321,4,It's good product by Motorola i am preferring this by using MOTO G TURBO ..NOW THIS IS ALSO very good mobile and price Worthy.thanks Motorola..For introducing..Such product
7322,5,"Nice camera setup 👍 . It's not a Chinese phone , performance good at this price point , battery life good , support fast charging ,very decently placed notification light . Wrist twist camera open gesture , metal gril placement in speaker on top.vaule for money phone strong build quality"
7323,5,"I am proud to mention that I own Moto G30 and chose the same over nord. What I like - It's compact.  Display is not the best like you get in flagship phones but yeah considering the price point it is definitely at par with the devices in this range.  Processor is more than enough if you're not a pro gamer and every other task feels so smooth. Infact the entire device feels fast in daily normal usage.  Google has taken care of every small detail like haptics, microphone, speakers minimalistic ..."
7324,2,"I am using Motorola phones since 2014, during this 7 year I used 5-6 different model of Motorola phones, my experience was very good. But with this model, my experience is very bed. 1- performance is not good as per processor and Android version. So many time phone got stack/hang. 2- mic is not good since it is new phone , after one month mic sound is not good. 3- camera performance is very bed , at this price range competitor phone are giving very good camera . Very slow and below averag..."
7325,5,The most attractive part of this phone is its battery backup..nice premium quality photos and interesting features in it..overall loved the phone and would say its too good and evry penny spent on it is worth it
7326,5,"This new phone looks great , main advantage is bloatware free software and battery backup.Its now running on android 11 out of the box.It really gives 48gb free space for you out of 64 gb after installing OS.In 11,000 price range with all other features is good value.Make sure to use back cover and tempered glass when using this phone,it will work great after this. Disadvantage is hybrid sim slot."
7327,3,Camera is not good as expected 64megapixel is just a scam it is like a 13mp Battery is good Deeply is good
7328,4,Best Smartphone on this Price range Thank you Flipcart
7329,5,"the very first day I thought the front cam is worst. But actually the camera provides best quality, we just need to learn how to take photos. Do proper settings The camera by default gives natural photos, we need to do changes in the settings if you want makeup and showoff selfies 😅"
7330,5,Best budget phone Go for it👍🏻
7331,4,Camera clearity is good n night mode is too good but battery drain too early
7332,5,Phone is very good Camera - 3.5 Battery -4.5 Display - 3.5 Performance - 4.0 Look - 4.0 Design - 3.5 All the above considering the price range and specs given. Overall a very good decive must go.
7333,5,"At this price range this is the best smartphone, that's it! There's nothing more you needwith damn looks 😍 Camera 4* Battery 5* Performance 4* Look 5*"
7334,5,"Superb, mind blowing, value for money 👌👌👌"
7335,5,Superb all rounder product by motorola
7336,5,"Moto is always better than redmi ,vivo , oppo and etc.."
7337,4,Very nice phone
7338,4,Awesome phone very nice camera and battery but display might be good
7339,5,"This time it was really nice, and this phone is real, thanks flipkart"
7340,5,"Size Waight is Good, Camera Average But Price Also Low so ok, Battery Good,Rs 9999 with sbi credit card offer,"
7341,5,"Absolutely brilliant phone. Pure android experience at its best. Once you use this phone, you will not want to use any other phone. Pros No adware, bloatware Very fast and responsive Excellent screen Top class camera and pro camera option Good sound Excellent network signal and internet speed Sturdy built. Good battery performance.  Haven't found any cons yet."
7342,5,"Best phone in this range with 90Hz display and 64MP quad camera, fast charging and much more."
7343,5,Fantastic phone i love motorola
7344,3,Nice camera
7345,5,Camera just awesome inbuilt editor is just like pro .. it's a fully super phone..
7346,5,I loved it value for money I like it awesome
7347,4,"Good phone in this range with stock Android . My first Android , switched from ios to Android this time,,😀"
7348,5,Nice phone in this range. But looking slightly bulky. Front camera is average. Back camera is awesome.
7349,5,At this price point phone was so good If you want to purchase go for it..👌 Camera 5/5 Performance 5/5 Battery 5/5 Looks 5/5  Value for money go for it
7350,5,At this price point phone was so good If you want to purchase go for it..👌 Camera 5/5 Performance 5/5 Battery 5/5 Looks 5/5  Value for money go for it
7351,3,Brought it..just to take good pictures.. however camera is just ordinary which doesn't have quality of 64MP
7352,4,Very beautiful Phone best budget Phone Best 📸
7353,1,After using mobile I am writing a review that the performance on the mobile is low. While normal using of mobile automatically restarting which never expected from motorola. I the fan of motorola but it disappointed me. Motorola team and flipkart team to act on these. Please do the necessary action and rectify the issue or replace the mobile.
7354,4,Awesome 👍
7355,5,"Perfect product by Motorola. Battery is Excellent Camera quality is also very fine, as it depends on the photographer how he/she capture. Fast Charging One can go for it."
7356,5,"QUALITY FANTASTIC, MODEL LOOKING NICE, COLOUR COOL, PERFORMANCE VERY HIGH. CORRECT PRODUCT AND ACCESSORIES RECEIVED.THANK YOU MOTOROLA AND FLIPKART."
7357,1,Camra is worst
7358,1,Have hanging problem
7359,2,"I'm using this mobile for last 1 month. Few drawbacks encountered: 1. Worst battery performance. Previously I was using MotoG5s+ which had almost a complete day battery power even after 3 yrs of use, but this device hardly survive for 12hrs. 2. Slow charging. Since Motorola is providing Turbocharger, but I don't know why it takes about 4 hrs to charge fully, and discharge within 7-10 hrs. 3. Camera quality. So many functions are there for camera, but they are useless if resolution and dpi is ..."
7360,5,"Wonderful Product. Budget phone, Camera & battery Superb, and Display also nice."
7361,4,I like this phone ...camera quality is good... Battery capacity is normal... I'm use 30 dayes.... Moto g 30...
7362,5,Good mobile for this price range
7363,5,Sper camera and phone
7364,5,"Don't go on the negative reviews , those people are habitual to the chinese phones which are unreliable. I bought this beautiful set and its worth buying i am sure atleast it won't blast in my hands. 😜"
7365,1,Very bad experience for this product.still does not resolved the problem with my product
7366,5,Great
7367,5,Very good produced Good camera 64mp
7368,5,Very nice moto ji
7369,4,Not bad but clearty not 64MP
7370,5,Good lucking
7371,4,Yeah its a good product..
7372,5,Nice Mobile
7373,4,Very nice 👍
7374,5,"Nice phone in good range, good camera quality in such range phone"
7375,1,I am very disappointed from Motorola.. specifically camera.. camera looks like 8 mp but they said 64.. really???
7376,5,Very nice Mobile
7377,5,It great product. Camera quality is good.but photo loading is too much. If it issue is resolved this product is best value for money 🤑 product.
7378,5,Excellent 😘
7379,1,Camera is very poor.  Waste of money
7380,3,Best phone under 10000
7381,5,Great phone 🔥🥰.
7382,5,Front camara is ok Back camera is good Night vision not all good.
7383,5,Mobile is very good 😃☺️😃
7384,2,Camera quality is not good.
7385,5,"Best phone in this range, battery backup is awesome. Camera quality is also Good. The images are clear even in night mode and ultra Resolution camera gives us grt images. Battery if i use whole day with internet last for 1and half days"
7386,4,Look nice
7387,5,Excellent mobile for a good price.  PROS Good battery life Pure Android experience without bloatware and adware Good camera with pro camera 90hz display Fast processing  CONS not much Little bit bulky.
7388,5,Nice❤️
7389,3,This is most worst phone I have purchased in my life before I purchased three phones from Flipkart but this time experience is not good. My review on this phone Camera Rear camera is 64 mp but it not more then 13 mp very poor pixel Night sensor zero % work Battery performance is good its charging is not according 20v no fast charging Sound quality is ok Display is also ok Sim and card having hybrid slot My suggestion for young generation don't buy this phone at all.
7390,5,Very good phone
7391,5,5 rating above... excellent mobile battery after full charge lasts 2 days... excellent camera very fast....no cons... best mobile at this price...
7392,4,Very grateful my moto g30 phone
